shop_id,item_id,pred_qty_next_month,item_name,item_category_id,unit_cost_inr,mrp_inr,shop_city,shop_state,shop_region
38,1251,15.695454545454545,Lifebuoy Stationery 200g x5 (Economy),44,705.58,801.68,Chandigarh,Chandigarh,North
1,369,14.9,Lifebuoy Oral Care 100g x5 (Economy),29,39.14,47.03,Mumbai,Maharashtra,West
20,9,14.89090909090909,Lifebuoy Home Furnishing 500g x2 (Economy),52,728.82,827.57,Hyderabad,Telangana,South
14,829,14.10909090909091,Dabur Ready-to-Eat 200g x1 (Premium),11,62.55,79.2,Tirupati,Andhra Pradesh,South
22,836,13.204545454545455,Lifebuoy Ready-to-Eat 500g x1 (Economy),11,65.55,81.26,Siliguri,West Bengal,East
47,1472,13.190909090909091,Haldiram Health 50g x3 (Premium),36,219.87,245.27,Pune,Maharashtra,West
40,1472,11.736363636363636,Haldiram Health 50g x3 (Premium),36,219.87,245.27,Mumbai,Maharashtra,West
46,350,8.340909090909092,Red Bull Dairy 500ml x6 (Premium),2,255.08,283.85,Kolkata,West Bengal,East
21,1044,7.740909090909091,Dettol Dishwash 250ml x1 (Economy),40,99.05,115.47,Bengaluru,Karnataka,South
12,1025,7.5636363636363635,"Saffola Sauces, Ketchup 50ml x1 (Economy)",22,116.27,130.19,Faridabad,Haryana,North
20,1119,6.9772727272727275,Paper Boat Party Supplies 2000g x1 (Regular),82,444.6,562.11,Hyderabad,Telangana,South
30,343,6.031818181818182,MDH Ice Cream 100ml x2 (Regular),15,232.71,279.88,Ranchi,Jharkhand,East
14,593,5.931818181818182,Maggi Footwear 500ml x5 (Regular),59,704.63,818.29,Tirupati,Andhra Pradesh,South
10,1287,5.85,ITC Packaged Foods 100g x1 (Regular),10,28.34,31.03,Raipur,Chhattisgarh,Central
33,6,5.786363636363636,Dabur Batteries 2000ml x5 (Regular),67,947.09,1194.51,Ludhiana,Punjab,North
39,1405,5.668181818181818,Harpic Water 250g x4 (Economy),27,235.82,275.79,Visakhapatnam,Andhra Pradesh,South
7,74,5.663636363636364,Nestlé Category 91 500g x1 (Economy),91,2368.44,2846.26,Udaipur,Rajasthan,North
50,965,5.568181818181818,Bikaji Pickles 500g x1 (Economy),23,226.88,288.13,Meerut,Uttar Pradesh,North
32,947,5.536363636363636,ITC Gifting Combos 2000ml x10 (Regular),63,323.51,381.28,Indore,Madhya Pradesh,Central
28,293,5.490909090909091,ITC Sports 750g x1 (Regular),57,373.16,419.35,Meerut,Uttar Pradesh,North
6,1084,5.368181818181818,Dettol Pet Care 2000g x1 (Premium),46,982.32,1081.85,Coimbatore,Tamil Nadu,South
18,1084,5.0,Dettol Pet Care 2000g x1 (Premium),46,982.32,1081.85,Panaji,Goa,West
36,1097,4.995454545454545,Paper Boat Men's Grooming 2000ml x3 (Regular),33,560.07,626.01,Lucknow,Uttar Pradesh,North
5,298,4.986363636363636,Everest Festive Packs 100g x10 (Regular),62,608.86,695.73,Mumbai,Maharashtra,West
4,179,4.863636363636363,Kissan Pickles 250ml x1 (Regular),23,194.66,233.79,Amritsar,Punjab,North
47,47,4.836363636363636,Aashirvaad Shaving 1000ml x1 (Economy),79,1656.88,2042.35,Pune,Maharashtra,West
4,750,4.8090909090909095,Britannia Men's Grooming 200g x10 (Regular),33,408.56,487.91,Amritsar,Punjab,North
24,213,4.8,Colgate Home Care 200ml x5 (Premium),38,300.98,379.57,Ludhiana,Punjab,North
13,342,4.7272727272727275,Colgate Spices 1000g x3 (Regular),7,488.68,611.79,Dehradun,Uttarakhand,North
49,750,4.6909090909090905,Britannia Men's Grooming 200g x10 (Regular),33,408.56,487.91,Meerut,Uttar Pradesh,North
49,172,4.640909090909091,Kissan Hair Care 50ml x12 (Economy),30,346.12,378.57,Meerut,Uttar Pradesh,North
20,1132,4.631818181818182,Appy Category 91 250ml x5 (Economy),91,2682.53,3047.53,Hyderabad,Telangana,South
47,402,4.5590909090909095,Patanjali OTC Medicines 2000ml x1 (Economy),37,1022.59,1293.15,Pune,Maharashtra,West
10,172,4.5181818181818185,Kissan Hair Care 50ml x12 (Economy),30,346.12,378.57,Raipur,Chhattisgarh,Central
17,419,4.318181818181818,Tropicana Baking Supplies 2000ml x2 (Economy),25,194.19,228.37,Tirupati,Andhra Pradesh,South
25,670,4.277272727272727,Surf Excel Soft Drinks 1000g x2 (Regular),26,100.9,115.27,Bhubaneswar,Odisha,East
2,1320,4.2272727272727275,Pepsi Pickles 200ml x1 (Economy),23,213.95,241.91,Gurugram,Haryana,North
16,598,4.218181818181818,Kissan Health Drinks 250ml x1 (Regular),18,121.57,150.44,Mumbai,Maharashtra,West
4,1132,4.2,Appy Category 91 250ml x5 (Economy),91,2682.53,3047.53,Amritsar,Punjab,North
39,816,4.140909090909091,Paper Boat Spices 750g x3 (Economy),7,481.78,549.69,Visakhapatnam,Andhra Pradesh,South
49,677,3.981818181818182,Coca-Cola Soft Drinks 750g x1 (Economy),26,77.36,92.08,Meerut,Uttar Pradesh,North
41,750,3.963636363636364,Britannia Men's Grooming 200g x10 (Regular),33,408.56,487.91,Ranchi,Jharkhand,East
23,709,3.8454545454545452,MDH Home Care 200g x1 (Regular),38,182.61,225.36,Meerut,Uttar Pradesh,North
23,484,3.840909090909091,Saffola Protein 750g x2 (Regular),76,278.68,336.63,Meerut,Uttar Pradesh,North
40,190,3.7954545454545454,Paper Boat Protein 250ml x10 (Regular),76,321.04,352.68,Mumbai,Maharashtra,West
31,127,3.790909090909091,Lifebuoy Fresh Produce 200ml x1 (Regular),1,123.71,148.0,Gwalior,Madhya Pradesh,Central
43,926,3.7772727272727273,ITC Dishwash 500g x2 (Regular),40,134.35,166.97,Indore,Madhya Pradesh,Central
19,74,3.7409090909090907,Nestlé Category 91 500g x1 (Economy),91,2368.44,2846.26,Mangaluru,Karnataka,South
5,808,3.659090909090909,Nivea Spices 50ml x6 (Regular),7,333.95,374.02,Mumbai,Maharashtra,West
29,1163,3.5863636363636364,Harpic Kitchen Appliances 100g x1 (Premium),49,225.57,259.05,Vijayawada,Andhra Pradesh,South
39,808,3.5863636363636364,Nivea Spices 50ml x6 (Regular),7,333.95,374.02,Visakhapatnam,Andhra Pradesh,South
40,1114,3.581818181818182,Ariel Gifting Combos 250ml x3 (Premium),63,205.0,226.47,Mumbai,Maharashtra,West
39,1415,3.581818181818182,ITC Diabetic Care 100g x2 (Economy),86,1288.47,1521.3,Visakhapatnam,Andhra Pradesh,South
2,670,3.5454545454545454,Surf Excel Soft Drinks 1000g x2 (Regular),26,100.9,115.27,Gurugram,Haryana,North
20,1439,3.540909090909091,Fortune Personal Care 750g x24 (Regular),28,571.08,634.33,Hyderabad,Telangana,South
12,231,3.4954545454545456,DMart Home Care 1000g x1 (Economy),38,219.52,277.64,Faridabad,Haryana,North
38,1137,3.4863636363636363,Colgate Pooja Items 100ml x3 (Economy),83,868.45,1072.5,Chandigarh,Chandigarh,North
3,1108,3.463636363636364,Harpic First Aid 100g x3 (Regular),85,242.2,278.74,Chandigarh,Chandigarh,North
20,744,3.418181818181818,Dettol Laundry Detergent 50ml x1 (Regular),39,213.91,251.26,Hyderabad,Telangana,South
21,1059,3.381818181818182,Dettol Apparel 500ml x3 (Regular),60,668.05,819.96,Bengaluru,Karnataka,South
12,734,3.3727272727272726,Appy Electronics Accessories 750ml x4 (Regular),65,802.29,895.55,Faridabad,Haryana,North
32,760,3.3227272727272728,Saffola Baby Food 100ml x1 (Regular),19,29.65,37.13,Indore,Madhya Pradesh,Central
34,92,3.3181818181818183,Sunfeast Automotive 250ml x12 (Economy),69,694.37,794.91,Faridabad,Haryana,North
22,138,3.2545454545454544,Dove Masks 50ml x3 (Economy),84,2146.76,2477.08,Siliguri,West Bengal,East
44,311,3.2454545454545456,Saffola Breakfast Cereals 50g x6 (Regular),20,91.3,115.02,Indore,Madhya Pradesh,Central
13,219,3.2409090909090907,Nestlé Home Décor 100ml x24 (Regular),81,3484.47,3936.11,Dehradun,Uttarakhand,North
44,885,3.2181818181818183,Haldiram Protein 750g x1 (Economy),76,230.64,261.65,Indore,Madhya Pradesh,Central
24,498,3.1863636363636365,Surf Excel Hair Care 250g x4 (Economy),30,390.92,425.96,Ludhiana,Punjab,North
1,931,3.1772727272727272,"Sunfeast Sugar, Jaggery 500g x6 (Regular)",8,376.16,470.66,Mumbai,Maharashtra,West
50,353,3.172727272727273,ITC Meat 500ml x1 (Regular),17,140.8,162.71,Meerut,Uttar Pradesh,North
4,614,3.172727272727273,Coca-Cola Soft Drinks 100g x6 (Economy),26,54.75,70.18,Amritsar,Punjab,North
45,726,3.1636363636363636,Sunfeast Disposable 2000g x5 (Regular),43,1015.39,1216.26,Ludhiana,Punjab,North
8,1260,3.1454545454545455,Fortune Oral Care 500g x4 (Economy),29,58.32,72.33,Raipur,Chhattisgarh,Central
19,54,3.140909090909091,Saffola Baking Supplies 2000g x1 (Regular),25,162.33,192.08,Mangaluru,Karnataka,South
46,996,3.1363636363636362,Bikaji Category 90 100ml x1 (Economy),90,1266.37,1499.56,Kolkata,West Bengal,East
42,1489,3.1272727272727274,Coca-Cola Oral Care 250g x24 (Economy),29,75.02,86.58,Bhubaneswar,Odisha,East
44,726,3.0863636363636364,Sunfeast Disposable 2000g x5 (Regular),43,1015.39,1216.26,Indore,Madhya Pradesh,Central
7,772,3.0863636363636364,Colgate Mobile Accessories 200g x24 (Premium),66,857.24,1009.91,Udaipur,Rajasthan,North
19,828,3.0727272727272728,Dettol OTC Medicines 200ml x2 (Economy),37,738.4,854.34,Mangaluru,Karnataka,South
35,1163,3.0681818181818183,Harpic Kitchen Appliances 100g x1 (Premium),49,225.57,259.05,Patna,Bihar,East
7,172,3.059090909090909,Kissan Hair Care 50ml x12 (Economy),30,346.12,378.57,Udaipur,Rajasthan,North
34,57,3.040909090909091,DMart School Essentials 100ml x6 (Regular),64,68.11,87.14,Faridabad,Haryana,North
48,1422,3.0318181818181817,Colgate Mobile Accessories 2000ml x4 (Regular),66,731.27,895.69,Vadodara,Gujarat,West
12,681,3.0272727272727273,Dettol Kitchen Appliances 500ml x3 (Economy),49,317.81,390.21,Faridabad,Haryana,North
8,60,3.022727272727273,Surf Excel Chocolates 2000ml x3 (Economy),14,269.38,324.82,Raipur,Chhattisgarh,Central
1,164,3.018181818181818,Pepsi Value Packs 1000ml x1 (Economy),89,2752.09,3371.04,Mumbai,Maharashtra,West
29,270,3.0090909090909093,Lifebuoy Men's Grooming 200g x10 (Premium),33,596.18,655.41,Vijayawada,Andhra Pradesh,South
39,1279,3.0045454545454544,Aashirvaad Ready-to-Eat 750ml x10 (Regular),11,118.5,132.16,Visakhapatnam,Andhra Pradesh,South
45,1400,3.0045454545454544,Pears Toys 1000g x1 (Economy),45,544.45,656.35,Ludhiana,Punjab,North
45,137,3.0,Nivea Spices 200ml x1 (Economy),7,216.21,261.43,Ludhiana,Punjab,North
19,662,2.9954545454545456,Haldiram Water 1000g x1 (Regular),27,328.8,380.79,Mangaluru,Karnataka,South
24,646,2.9954545454545456,Fortune Category 93 50g x5 (Regular),93,818.52,985.67,Ludhiana,Punjab,North
7,1260,2.9681818181818183,Fortune Oral Care 500g x4 (Economy),29,58.32,72.33,Udaipur,Rajasthan,North
14,637,2.9545454545454546,Nestlé Party Supplies 1000g x2 (Economy),82,502.15,582.88,Tirupati,Andhra Pradesh,South
40,585,2.940909090909091,"Haldiram Sugar, Jaggery 1000ml x2 (Regular)",8,480.92,542.8,Mumbai,Maharashtra,West
47,294,2.9363636363636365,Bikaji Bath Linen 750ml x3 (Premium),54,1206.63,1445.75,Pune,Maharashtra,West
4,1423,2.9318181818181817,Dabur Electronics Accessories 100g x2 (Economy),65,413.1,499.35,Amritsar,Punjab,North
24,241,2.9318181818181817,Amul Category 96 250g x3 (Economy),96,1262.96,1396.25,Ludhiana,Punjab,North
13,842,2.9318181818181817,Lifebuoy Category 92 250g x1 (Regular),92,671.37,751.83,Dehradun,Uttarakhand,North
16,1250,2.9136363636363636,Nestlé OTC Medicines 1000ml x2 (Economy),37,918.72,1101.91,Mumbai,Maharashtra,West
40,112,2.9136363636363636,Paper Boat Pulses 50g x4 (Premium),5,235.07,288.26,Mumbai,Maharashtra,West
26,1441,2.909090909090909,Patanjali Sanitary 2000ml x1 (Regular),80,1112.72,1379.7,Vijayawada,Andhra Pradesh,South
49,294,2.909090909090909,Bikaji Bath Linen 750ml x3 (Premium),54,1206.63,1445.75,Meerut,Uttar Pradesh,North
16,325,2.8954545454545455,Appy Personal Care 750g x12 (Regular),28,477.49,568.38,Mumbai,Maharashtra,West
9,1302,2.8863636363636362,Appy OTC Medicines 100ml x1 (Regular),37,517.21,604.71,Thiruvananthapuram,Kerala,South
40,1075,2.85,Tropicana Ready-to-Eat 500ml x4 (Economy),11,79.65,90.25,Mumbai,Maharashtra,West
29,681,2.8454545454545452,Dettol Kitchen Appliances 500ml x3 (Economy),49,317.81,390.21,Vijayawada,Andhra Pradesh,South
49,1199,2.840909090909091,Monster Meat 250ml x2 (Regular),17,136.44,164.47,Meerut,Uttar Pradesh,North
21,190,2.790909090909091,Paper Boat Protein 250ml x10 (Regular),76,321.04,352.68,Bengaluru,Karnataka,South
2,371,2.786363636363636,Parle Festive Packs 50g x2 (Economy),62,368.98,452.89,Gurugram,Haryana,North
17,670,2.772727272727273,Surf Excel Soft Drinks 1000g x2 (Regular),26,100.9,115.27,Tirupati,Andhra Pradesh,South
43,1344,2.768181818181818,Appy Category 93 50g x6 (Premium),93,1176.42,1318.5,Indore,Madhya Pradesh,Central
11,538,2.7636363636363637,Amul Oral Care 1000ml x3 (Regular),29,78.79,94.06,Coimbatore,Tamil Nadu,South
44,1152,2.7590909090909093,DMart Laundry Detergent 500ml x6 (Regular),39,411.55,478.65,Indore,Madhya Pradesh,Central
44,1489,2.75,Coca-Cola Oral Care 250g x24 (Economy),29,75.02,86.58,Indore,Madhya Pradesh,Central
46,536,2.7181818181818183,Aashirvaad Home Appliances 750g x12 (Economy),48,935.6,1193.17,Kolkata,West Bengal,East
1,626,2.709090909090909,Parle Pickles 250g x1 (Regular),23,208.59,266.92,Mumbai,Maharashtra,West
33,165,2.7045454545454546,Ariel Dairy 250g x6 (Regular),2,187.17,216.98,Ludhiana,Punjab,North
47,463,2.7,"Appy Tea, Coffee 250ml x3 (Premium)",9,107.66,125.1,Pune,Maharashtra,West
17,514,2.690909090909091,Nivea School Essentials 100ml x1 (Regular),64,49.57,55.51,Tirupati,Andhra Pradesh,South
7,198,2.6772727272727272,Patanjali Baby Food 200ml x5 (Economy),19,40.54,51.64,Udaipur,Rajasthan,North
27,1087,2.6772727272727272,Tropicana Air Fresheners 1000ml x1 (Economy),41,927.28,1046.4,Vijayawada,Andhra Pradesh,South
12,114,2.668181818181818,Red Bull Sports 50g x1 (Regular),57,229.51,268.01,Faridabad,Haryana,North
48,1360,2.6636363636363636,Ariel Lighting 2000ml x1 (Economy),68,909.02,1123.67,Vadodara,Gujarat,West
15,1149,2.659090909090909,Bikaji Breakfast Cereals 200g x2 (Regular),20,94.72,119.3,Ranchi,Jharkhand,East
30,1489,2.6545454545454548,Coca-Cola Oral Care 250g x24 (Economy),29,75.02,86.58,Ranchi,Jharkhand,East
18,898,2.65,Catch Category 93 2000ml x1 (Premium),93,1253.91,1450.46,Panaji,Goa,West
17,1125,2.6363636363636362,Kissan Skin Care 100g x5 (Economy),31,172.61,192.81,Tirupati,Andhra Pradesh,South
18,1116,2.631818181818182,ITC Women's Hygiene 250g x6 (Regular),34,908.93,1065.03,Panaji,Goa,West
17,1138,2.6136363636363638,Dettol Home Appliances 250ml x3 (Economy),48,800.96,878.43,Tirupati,Andhra Pradesh,South
19,800,2.590909090909091,"Kellogg's Sauces, Ketchup 100g x2 (Regular)",22,137.67,158.48,Mangaluru,Karnataka,South
13,665,2.5863636363636364,Dove Frozen Foods 100g x12 (Premium),16,311.49,340.69,Dehradun,Uttarakhand,North
49,675,2.577272727272727,Colgate Health Drinks 2000ml x2 (Regular),18,196.94,238.75,Meerut,Uttar Pradesh,North
48,462,2.577272727272727,Appy Ice Cream 50g x1 (Economy),15,195.05,222.36,Vadodara,Gujarat,West
30,920,2.5727272727272728,Amul Chocolates 500ml x3 (Regular),14,241.84,302.53,Ranchi,Jharkhand,East
48,675,2.5727272727272728,Colgate Health Drinks 2000ml x2 (Regular),18,196.94,238.75,Vadodara,Gujarat,West
28,124,2.540909090909091,MDH Health Drinks 2000g x1 (Economy),18,161.02,191.93,Meerut,Uttar Pradesh,North
25,1201,2.540909090909091,Nestlé Category 95 200ml x2 (Regular),95,1568.49,1748.43,Bhubaneswar,Odisha,East
44,1364,2.540909090909091,Harpic Masks 2000ml x4 (Economy),84,4214.21,4853.47,Indore,Madhya Pradesh,Central
12,1420,2.536363636363636,"Kellogg's Tea, Coffee 200g x3 (Economy)",9,72.53,86.57,Faridabad,Haryana,North
28,1222,2.5272727272727273,Bikaji Water 750g x10 (Premium),27,621.27,680.72,Meerut,Uttar Pradesh,North
27,804,2.5272727272727273,Saffola International Foods 200ml x5 (Regular),74,1467.51,1756.98,Vijayawada,Andhra Pradesh,South
45,34,2.518181818181818,Appy Spices 50ml x10 (Regular),7,369.78,433.18,Ludhiana,Punjab,North
34,808,2.5136363636363637,Nivea Spices 50ml x6 (Regular),7,333.95,374.02,Faridabad,Haryana,North
37,971,2.5136363636363637,DMart Bakery 500g x4 (Regular),3,439.36,485.21,Nashik,Maharashtra,West
23,828,2.5090909090909093,Dettol OTC Medicines 200ml x2 (Economy),37,738.4,854.34,Meerut,Uttar Pradesh,North
3,434,2.5,MDH Snacks 750ml x1 (Regular),12,49.48,62.18,Chandigarh,Chandigarh,North
41,772,2.5,Colgate Mobile Accessories 200g x24 (Premium),66,857.24,1009.91,Ranchi,Jharkhand,East
14,1430,2.5,Catch Hardware 750ml x1 (Economy),70,614.56,741.38,Tirupati,Andhra Pradesh,South
7,695,2.481818181818182,Monster Home Décor 500g x6 (Regular),81,3776.46,4399.98,Udaipur,Rajasthan,North
8,406,2.4727272727272727,MDH Pulses 200g x1 (Premium),5,267.48,314.44,Raipur,Chhattisgarh,Central
31,1167,2.4545454545454546,Paper Boat Personal Care 500ml x4 (Economy),28,276.56,314.27,Gwalior,Madhya Pradesh,Central
44,673,2.440909090909091,Saffola Sanitary 500g x1 (Economy),80,763.11,959.2,Indore,Madhya Pradesh,Central
16,243,2.440909090909091,Nivea Category 98 250ml x2 (Economy),98,1525.16,1915.88,Mumbai,Maharashtra,West
36,612,2.440909090909091,Nivea Kitchen Appliances 250ml x4 (Regular),49,295.71,341.62,Lucknow,Uttar Pradesh,North
21,1498,2.440909090909091,Amul Gifting Combos 250ml x5 (Regular),63,189.84,215.88,Bengaluru,Karnataka,South
25,381,2.4363636363636365,Pepsi Category 94 1000g x1 (Regular),94,1153.53,1265.54,Bhubaneswar,Odisha,East
20,1497,2.4318181818181817,Colgate Edible Oils 2000g x6 (Regular),6,590.13,689.86,Hyderabad,Telangana,South
41,1456,2.4272727272727272,Amul Pickles 2000ml x3 (Regular),23,419.2,482.0,Ranchi,Jharkhand,East
21,1353,2.409090909090909,Bikaji Mobile Accessories 750g x1 (Regular),66,480.8,551.89,Bengaluru,Karnataka,South
27,1319,2.4045454545454548,Aashirvaad Dairy 2000g x12 (Regular),2,301.96,380.14,Vijayawada,Andhra Pradesh,South
19,483,2.3954545454545455,Fortune Breakfast Cereals 250ml x1 (Regular),20,77.25,96.5,Mangaluru,Karnataka,South
17,472,2.3863636363636362,Lifebuoy Stationery 250ml x4 (Economy),44,624.99,731.82,Tirupati,Andhra Pradesh,South
38,294,2.381818181818182,Bikaji Bath Linen 750ml x3 (Premium),54,1206.63,1445.75,Chandigarh,Chandigarh,North
46,161,2.3772727272727274,Paper Boat OTC Medicines 50ml x3 (Regular),37,755.33,939.25,Kolkata,West Bengal,East
30,123,2.3727272727272726,Pepsi Travel 1000ml x5 (Regular),58,811.18,883.69,Ranchi,Jharkhand,East
31,539,2.359090909090909,Britannia Women's Hygiene 750g x6 (Regular),34,1158.75,1260.83,Gwalior,Madhya Pradesh,Central
26,854,2.3545454545454545,Tata Chocolates 200g x24 (Regular),14,260.92,308.85,Vijayawada,Andhra Pradesh,South
44,1392,2.3363636363636364,Dabur Dairy 500ml x2 (Regular),2,159.22,183.1,Indore,Madhya Pradesh,Central
14,1162,2.3363636363636364,Red Bull Frozen Foods 200ml x10 (Economy),16,232.41,265.89,Tirupati,Andhra Pradesh,South
18,1252,2.327272727272727,Britannia Dishwash 250g x24 (Premium),40,195.48,243.15,Panaji,Goa,West
40,1442,2.3136363636363635,Amul Personal Care 100g x24 (Premium),28,433.15,552.36,Mumbai,Maharashtra,West
2,779,2.3,Appy Dry Fruits 250ml x1 (Regular),24,175.68,204.5,Gurugram,Haryana,North
34,389,2.2954545454545454,Colgate Pet Food Premium 750ml x12 (Premium),88,1215.32,1394.48,Faridabad,Haryana,North
42,1199,2.286363636363636,Monster Meat 250ml x2 (Regular),17,136.44,164.47,Bhubaneswar,Odisha,East
1,830,2.2818181818181817,Colgate Frozen Foods 50ml x12 (Regular),16,256.7,308.58,Mumbai,Maharashtra,West
2,1113,2.2772727272727273,Kellogg's Packaged Foods 100g x24 (Regular),10,48.17,59.08,Gurugram,Haryana,North
14,326,2.272727272727273,Tropicana Dairy 750ml x2 (Regular),2,213.81,245.02,Tirupati,Andhra Pradesh,South
42,560,2.2636363636363637,Colgate Gifting Combos 2000g x6 (Economy),63,257.89,312.2,Bhubaneswar,Odisha,East
7,193,2.2590909090909093,Nivea International Foods 2000ml x1 (Regular),74,1700.77,2055.01,Udaipur,Rajasthan,North
33,1314,2.2590909090909093,Britannia Home Furnishing 200ml x2 (Regular),52,633.31,713.58,Ludhiana,Punjab,North
14,1432,2.2590909090909093,Pepsi Home Care 1000ml x1 (Economy),38,247.75,297.46,Tirupati,Andhra Pradesh,South
48,1311,2.25,DMart Chocolates 100g x3 (Regular),14,172.72,210.21,Vadodara,Gujarat,West
12,934,2.2363636363636363,"Maggi Sauces, Ketchup 250ml x3 (Premium)",22,243.77,269.84,Faridabad,Haryana,North
15,306,2.2181818181818183,Dove Snacks 50g x3 (Economy),12,37.18,42.07,Ranchi,Jharkhand,East
31,759,2.213636363636364,Aashirvaad Home Appliances 2000g x1 (Economy),48,966.41,1173.51,Gwalior,Madhya Pradesh,Central
50,336,2.209090909090909,Tata Organic 50ml x3 (Regular),73,320.41,360.37,Meerut,Uttar Pradesh,North
