shop_id,item_id,pred_qty_next_month,item_name,item_category_id,unit_cost_inr,mrp_inr,shop_city,shop_state,shop_region
11,68,2.209090909090909,Amul Storage 2000ml x1 (Regular),51,96.84,109.65,Coimbatore,Tamil Nadu,South
46,1135,2.2,Patanjali Bath Linen 1000ml x3 (Economy),54,974.05,1078.55,Kolkata,West Bengal,East
8,770,2.1954545454545453,Britannia Category 93 1000g x5 (Economy),93,1289.5,1565.55,Raipur,Chhattisgarh,Central
10,1302,2.1818181818181817,Appy OTC Medicines 100ml x1 (Regular),37,517.21,604.71,Raipur,Chhattisgarh,Central
47,57,2.1818181818181817,DMart School Essentials 100ml x6 (Regular),64,68.11,87.14,Pune,Maharashtra,West
16,96,2.168181818181818,Fortune Pickles 250g x1 (Economy),23,210.81,259.83,Mumbai,Maharashtra,West
42,325,2.168181818181818,Appy Personal Care 750g x12 (Regular),28,477.49,568.38,Bhubaneswar,Odisha,East
8,1345,2.1636363636363636,Kissan Home Décor 100ml x1 (Regular),81,1855.2,2030.25,Raipur,Chhattisgarh,Central
17,1368,2.159090909090909,Dabur Seasonal Specials 250g x1 (Premium),61,321.8,405.79,Tirupati,Andhra Pradesh,South
33,57,2.159090909090909,DMart School Essentials 100ml x6 (Regular),64,68.11,87.14,Ludhiana,Punjab,North
37,359,2.15,Nivea Pickles 250ml x10 (Economy),23,330.64,360.68,Nashik,Maharashtra,West
5,830,2.15,Colgate Frozen Foods 50ml x12 (Regular),16,256.7,308.58,Mumbai,Maharashtra,West
40,1336,2.15,Lifebuoy Baby Food 1000g x1 (Economy),19,56.47,69.8,Mumbai,Maharashtra,West
9,1294,2.1454545454545455,"Bikaji Sugar, Jaggery 50ml x1 (Economy)",8,189.63,209.44,Thiruvananthapuram,Kerala,South
39,1198,2.1454545454545455,Fortune Fresh Produce 50g x1 (Regular),1,126.23,141.02,Visakhapatnam,Andhra Pradesh,South
30,1202,2.1363636363636362,DMart Staples 2000ml x4 (Premium),4,528.72,658.54,Ranchi,Jharkhand,East
50,463,2.1363636363636362,"Appy Tea, Coffee 250ml x3 (Premium)",9,107.66,125.1,Meerut,Uttar Pradesh,North
49,89,2.1227272727272726,Lizol Sanitary 250g x4 (Regular),80,950.33,1209.29,Meerut,Uttar Pradesh,North
44,612,2.118181818181818,Nivea Kitchen Appliances 250ml x4 (Regular),49,295.71,341.62,Indore,Madhya Pradesh,Central
45,698,2.1136363636363638,Nestlé Lighting 200g x1 (Economy),68,586.94,656.66,Ludhiana,Punjab,North
5,367,2.1136363636363638,Britannia Laundry Detergent 1000g x1 (Regular),39,381.41,450.19,Mumbai,Maharashtra,West
45,976,2.109090909090909,Pepsi Staples 200g x12 (Regular),4,333.68,416.96,Ludhiana,Punjab,North
47,325,2.1045454545454545,Appy Personal Care 750g x12 (Regular),28,477.49,568.38,Pune,Maharashtra,West
39,583,2.0954545454545452,"Parle Sugar, Jaggery 500g x10 (Economy)",8,395.29,450.45,Visakhapatnam,Andhra Pradesh,South
24,549,2.090909090909091,Dettol Meat 200ml x10 (Premium),17,219.63,245.56,Ludhiana,Punjab,North
40,1364,2.0863636363636364,Harpic Masks 2000ml x4 (Economy),84,4214.21,4853.47,Mumbai,Maharashtra,West
37,960,2.0863636363636364,MDH Category 95 100g x24 (Economy),95,1549.61,1732.59,Nashik,Maharashtra,West
28,653,2.077272727272727,"ITC Sauces, Ketchup 1000ml x2 (Premium)",22,373.12,444.54,Meerut,Uttar Pradesh,North
47,553,2.059090909090909,Aashirvaad Seasonal Specials 750ml x6 (Regular),61,419.68,538.04,Pune,Maharashtra,West
33,1070,2.05,Tata Oral Care 50ml x6 (Economy),29,50.42,54.83,Ludhiana,Punjab,North
40,70,2.040909090909091,Maggi Home Care 500ml x5 (Economy),38,355.8,387.94,Mumbai,Maharashtra,West
9,1332,2.040909090909091,Everest Toys 250g x1 (Regular),45,388.15,448.97,Thiruvananthapuram,Kerala,South
29,1305,2.036363636363636,Catch Oral Care 100g x1 (Regular),29,30.38,37.69,Vijayawada,Andhra Pradesh,South
38,209,2.036363636363636,Harpic Edible Oils 100g x1 (Economy),6,222.57,270.22,Chandigarh,Chandigarh,North
10,875,2.036363636363636,Kissan Snacks 250g x1 (Regular),12,37.77,48.39,Raipur,Chhattisgarh,Central
49,615,2.0318181818181817,Surf Excel Water 50ml x4 (Regular),27,239.97,281.47,Meerut,Uttar Pradesh,North
16,103,2.0318181818181817,"Tropicana Sauces, Ketchup 50g x24 (Economy)",22,197.25,239.72,Mumbai,Maharashtra,West
21,354,2.0272727272727273,Catch Cleaning Tools 1000g x1 (Economy),55,194.24,243.34,Bengaluru,Karnataka,South
49,1328,2.018181818181818,Tropicana Spices 250g x1 (Economy),7,259.26,319.72,Meerut,Uttar Pradesh,North
14,181,2.018181818181818,Amul Oral Care 2000g x1 (Regular),29,86.08,94.22,Tirupati,Andhra Pradesh,South
8,36,2.0136363636363637,Red Bull Health Drinks 200ml x10 (Regular),18,146.16,169.72,Raipur,Chhattisgarh,Central
8,541,2.0090909090909093,Sunfeast Home Care 500g x2 (Economy),38,288.4,323.39,Raipur,Chhattisgarh,Central
37,613,2.0045454545454544,Kissan Kitchen Essentials 50ml x6 (Premium),42,69.11,83.52,Nashik,Maharashtra,West
41,1450,2.0045454545454544,Colgate Meat 1000g x10 (Regular),17,214.89,272.65,Ranchi,Jharkhand,East
16,1105,2.0,Surf Excel Electricals 750ml x4 (Regular),47,202.64,248.46,Mumbai,Maharashtra,West
48,1064,2.0,Saffola Cookware 200ml x2 (Regular),50,143.67,159.97,Vadodara,Gujarat,West
43,408,1.9954545454545454,Colgate Home Appliances 200ml x2 (Economy),48,520.81,601.02,Indore,Madhya Pradesh,Central
32,341,1.990909090909091,Parle School Essentials 50g x1 (Economy),64,47.55,53.81,Indore,Madhya Pradesh,Central
35,568,1.990909090909091,Coca-Cola Category 90 2000g x10 (Regular),90,3776.98,4370.4,Patna,Bihar,East
50,985,1.9863636363636363,Himalaya Noodles 250ml x2 (Economy),21,128.91,154.92,Meerut,Uttar Pradesh,North
37,238,1.9863636363636363,Dabur Home Appliances 250g x2 (Economy),48,532.78,646.19,Nashik,Maharashtra,West
26,315,1.9727272727272727,Nestlé Pet Care 250ml x1 (Premium),46,533.38,603.1,Vijayawada,Andhra Pradesh,South
20,1002,1.9636363636363636,ITC Bedding 50g x1 (Regular),53,100.47,124.62,Hyderabad,Telangana,South
9,356,1.9636363636363636,ITC Dry Fruits 100ml x6 (Economy),24,186.47,220.36,Thiruvananthapuram,Kerala,South
24,1270,1.959090909090909,Catch Baking Supplies 1000ml x1 (Regular),25,136.9,168.03,Ludhiana,Punjab,North
45,361,1.959090909090909,Pepsi Packaged Foods 100ml x1 (Premium),10,35.79,42.17,Ludhiana,Punjab,North
18,519,1.95,"Coca-Cola Sugar, Jaggery 1000ml x2 (Regular)",8,428.46,519.06,Panaji,Goa,West
34,302,1.95,Lizol Health 500g x10 (Regular),36,297.13,349.59,Faridabad,Haryana,North
48,1099,1.95,"DMart Tea, Coffee 50g x2 (Regular)",9,65.46,72.91,Vadodara,Gujarat,West
21,534,1.95,Nestlé Protein 1000g x4 (Regular),76,300.16,361.95,Bengaluru,Karnataka,South
19,1117,1.9454545454545455,Kissan Category 94 500ml x5 (Regular),94,1405.41,1583.33,Mangaluru,Karnataka,South
3,599,1.940909090909091,Patanjali Shaving 250ml x12 (Economy),79,2013.2,2274.41,Chandigarh,Chandigarh,North
22,742,1.940909090909091,Coca-Cola Fresh Produce 100ml x1 (Economy),1,104.16,123.04,Siliguri,West Bengal,East
49,129,1.9318181818181819,Tata Footwear 200g x1 (Regular),59,424.74,488.06,Meerut,Uttar Pradesh,North
23,960,1.9272727272727272,MDH Category 95 100g x24 (Economy),95,1549.61,1732.59,Meerut,Uttar Pradesh,North
46,1173,1.9272727272727272,Saffola Breakfast Cereals 500ml x10 (Economy),20,138.85,176.53,Kolkata,West Bengal,East
1,1177,1.9227272727272726,Pepsi Ready-to-Eat 750g x2 (Economy),11,82.44,97.42,Mumbai,Maharashtra,West
31,643,1.9181818181818182,Nivea Footwear 500ml x10 (Premium),59,1001.29,1221.45,Gwalior,Madhya Pradesh,Central
24,481,1.9181818181818182,Catch Kitchen Essentials 2000ml x1 (Economy),42,71.15,80.77,Ludhiana,Punjab,North
32,764,1.9181818181818182,Colgate Kitchen Essentials 100g x1 (Economy),42,37.15,47.44,Indore,Madhya Pradesh,Central
36,177,1.9136363636363636,Tata Oral Care 750ml x1 (Regular),29,57.29,70.54,Lucknow,Uttar Pradesh,North
42,742,1.9136363636363636,Coca-Cola Fresh Produce 100ml x1 (Economy),1,104.16,123.04,Bhubaneswar,Odisha,East
48,73,1.9090909090909092,Himalaya Bath Linen 1000ml x1 (Economy),54,776.32,938.15,Vadodara,Gujarat,West
43,1150,1.9,Aashirvaad Cosmetics 50g x3 (Premium),77,2088.82,2356.4,Indore,Madhya Pradesh,Central
23,1136,1.8954545454545455,Lifebuoy Spices 500g x2 (Economy),7,394.65,437.49,Meerut,Uttar Pradesh,North
11,893,1.8863636363636365,Dettol Kitchen Appliances 100g x3 (Regular),49,202.26,253.01,Coimbatore,Tamil Nadu,South
43,1374,1.8772727272727272,Nivea Protein 500g x24 (Economy),76,354.52,417.94,Indore,Madhya Pradesh,Central
26,1403,1.8727272727272728,Red Bull Footwear 100ml x1 (Economy),59,356.9,411.0,Vijayawada,Andhra Pradesh,South
45,142,1.8727272727272728,Kissan Oral Care 250ml x1 (Regular),29,38.39,46.36,Ludhiana,Punjab,North
47,566,1.8681818181818182,Ariel Pet Care 500g x1 (Regular),46,521.37,597.02,Pune,Maharashtra,West
3,1131,1.8636363636363635,Monster Ice Cream 50g x1 (Regular),15,236.77,298.49,Chandigarh,Chandigarh,North
31,699,1.8590909090909091,Pepsi Biscuits 100ml x1 (Regular),13,242.87,306.15,Gwalior,Madhya Pradesh,Central
42,256,1.8590909090909091,Catch Soft Drinks 100ml x2 (Premium),26,83.42,100.87,Bhubaneswar,Odisha,East
45,981,1.8545454545454545,Kissan Dishwash 1000g x2 (Economy),40,169.83,188.45,Ludhiana,Punjab,North
18,1003,1.8545454545454545,Pepsi Bakery 500g x2 (Regular),3,341.39,395.62,Panaji,Goa,West
43,1285,1.8545454545454545,Lifebuoy Batteries 2000g x10 (Premium),67,1624.97,1899.1,Indore,Madhya Pradesh,Central
32,475,1.85,Kellogg's Fresh Produce 100g x1 (Economy),1,111.51,128.39,Indore,Madhya Pradesh,Central
10,1321,1.8409090909090908,Colgate Chocolates 200ml x10 (Regular),14,217.88,261.59,Raipur,Chhattisgarh,Central
22,1346,1.8409090909090908,Haldiram Home Care 2000g x5 (Regular),38,571.01,640.68,Siliguri,West Bengal,East
14,316,1.8363636363636364,Fortune Health 250ml x1 (Economy),36,156.18,179.05,Tirupati,Andhra Pradesh,South
31,678,1.8363636363636364,Nestlé Pet Care 200ml x1 (Economy),46,399.98,492.63,Gwalior,Madhya Pradesh,Central
29,1362,1.8272727272727274,Appy Bedding 500g x1 (Economy),53,169.5,197.54,Vijayawada,Andhra Pradesh,South
46,1412,1.8227272727272728,Lifebuoy Bedding 200ml x3 (Regular),53,178.53,200.28,Kolkata,West Bengal,East
25,477,1.8227272727272728,Nestlé Personal Care 50ml x4 (Regular),28,209.76,251.31,Bhubaneswar,Odisha,East
33,60,1.8181818181818181,Surf Excel Chocolates 2000ml x3 (Economy),14,269.38,324.82,Ludhiana,Punjab,North
2,396,1.8181818181818181,Ariel Bath 100ml x5 (Economy),32,232.28,254.73,Gurugram,Haryana,North
30,1437,1.8136363636363637,Haldiram Meat 50g x1 (Economy),17,90.17,114.91,Ranchi,Jharkhand,East
18,950,1.8136363636363637,Kellogg's Baking Supplies 100g x3 (Economy),25,116.03,131.32,Panaji,Goa,West
29,905,1.809090909090909,Aashirvaad Electronics Accessories 2000ml x1 (Economy),65,680.46,868.39,Vijayawada,Andhra Pradesh,South
24,1171,1.8045454545454545,Sunfeast Electricals 2000g x2 (Economy),47,240.01,278.44,Ludhiana,Punjab,North
46,838,1.8045454545454545,Surf Excel Meat 500ml x2 (Regular),17,151.47,168.42,Kolkata,West Bengal,East
40,864,1.8,Maggi Stationery 250g x3 (Economy),44,661.62,762.23,Mumbai,Maharashtra,West
14,564,1.8,Colgate Baby Care 100g x1 (Regular),35,224.68,269.4,Tirupati,Andhra Pradesh,South
46,77,1.8,Britannia Hardware 1000ml x1 (Economy),70,675.08,827.39,Kolkata,West Bengal,East
11,1002,1.7954545454545454,ITC Bedding 50g x1 (Regular),53,100.47,124.62,Coimbatore,Tamil Nadu,South
38,1237,1.790909090909091,Harpic Pet Care 200ml x3 (Premium),46,598.4,751.94,Chandigarh,Chandigarh,North
39,315,1.790909090909091,Nestlé Pet Care 250ml x1 (Premium),46,533.38,603.1,Visakhapatnam,Andhra Pradesh,South
29,528,1.7863636363636364,Nestlé Books 750g x4 (Regular),72,893.7,1129.32,Vijayawada,Andhra Pradesh,South
37,48,1.7863636363636364,Lizol Soft Drinks 1000g x24 (Regular),26,164.72,179.41,Nashik,Maharashtra,West
33,1362,1.7818181818181817,Appy Bedding 500g x1 (Economy),53,169.5,197.54,Ludhiana,Punjab,North
42,1043,1.7727272727272727,Kellogg's Staples 1000g x12 (Regular),4,502.19,586.07,Bhubaneswar,Odisha,East
7,826,1.768181818181818,Harpic Stationery 100g x3 (Premium),44,781.35,862.68,Udaipur,Rajasthan,North
25,263,1.759090909090909,Britannia Bath Linen 100ml x2 (Economy),54,526.47,581.41,Bhubaneswar,Odisha,East
44,257,1.75,Coca-Cola Ready-to-Eat 100g x1 (Regular),11,52.34,60.29,Indore,Madhya Pradesh,Central
15,1128,1.75,ITC Edible Oils 750g x6 (Economy),6,427.56,499.91,Ranchi,Jharkhand,East
40,275,1.75,Lizol Hair Care 1000ml x3 (Economy),30,488.32,595.95,Mumbai,Maharashtra,West
9,225,1.7454545454545454,Dove Sanitary 250ml x4 (Regular),80,1215.31,1366.52,Thiruvananthapuram,Kerala,South
28,359,1.740909090909091,Nivea Pickles 250ml x10 (Economy),23,330.64,360.68,Meerut,Uttar Pradesh,North
15,1272,1.7363636363636363,Saffola OTC Medicines 200ml x1 (Economy),37,602.72,748.52,Ranchi,Jharkhand,East
32,1485,1.7272727272727273,Coca-Cola Kitchen Essentials 50ml x2 (Economy),42,41.26,47.51,Indore,Madhya Pradesh,Central
31,245,1.7181818181818183,Dabur Disposable 250ml x1 (Regular),43,424.21,505.74,Gwalior,Madhya Pradesh,Central
15,948,1.7181818181818183,Sunfeast Skin Care 750g x1 (Premium),31,235.71,282.94,Ranchi,Jharkhand,East
18,1318,1.7045454545454546,Pepsi Storage 50g x1 (Premium),51,51.57,61.46,Panaji,Goa,West
39,367,1.690909090909091,Britannia Laundry Detergent 1000g x1 (Regular),39,381.41,450.19,Visakhapatnam,Andhra Pradesh,South
20,728,1.690909090909091,Monster Home Furnishing 500g x2 (Regular),52,708.16,800.41,Hyderabad,Telangana,South
30,1127,1.690909090909091,Pepsi Apparel 750g x1 (Economy),60,556.05,678.69,Ranchi,Jharkhand,East
25,1261,1.6863636363636363,Dabur Bath 1000g x3 (Economy),32,348.71,381.19,Bhubaneswar,Odisha,East
36,406,1.6863636363636363,MDH Pulses 200g x1 (Premium),5,267.48,314.44,Lucknow,Uttar Pradesh,North
31,13,1.6772727272727272,ITC Men's Grooming 750ml x5 (Economy),33,503.5,550.05,Gwalior,Madhya Pradesh,Central
29,240,1.6681818181818182,Dabur Skin Care 200ml x1 (Economy),31,122.59,147.27,Vijayawada,Andhra Pradesh,South
33,592,1.6636363636363636,Fortune Meat 50ml x2 (Economy),17,114.31,136.74,Ludhiana,Punjab,North
38,155,1.6590909090909092,Dove Category 91 250g x6 (Economy),91,2789.52,3314.59,Chandigarh,Chandigarh,North
30,461,1.6590909090909092,Dabur Baby Food 2000g x10 (Regular),19,133.25,144.91,Ranchi,Jharkhand,East
20,274,1.6545454545454545,Fortune Category 91 1000ml x12 (Economy),91,3767.27,4697.77,Hyderabad,Telangana,South
27,1452,1.6545454545454545,Aashirvaad Staples 750g x5 (Economy),4,329.74,422.0,Vijayawada,Andhra Pradesh,South
41,339,1.6545454545454545,Surf Excel Category 93 500g x24 (Economy),93,1487.27,1713.28,Ranchi,Jharkhand,East
25,993,1.65,Lifebuoy Toys 200ml x1 (Regular),45,369.43,467.57,Bhubaneswar,Odisha,East
4,627,1.6454545454545455,Ariel Packaged Foods 2000ml x10 (Premium),10,101.34,117.02,Amritsar,Punjab,North
16,1311,1.6454545454545455,DMart Chocolates 100g x3 (Regular),14,172.72,210.21,Mumbai,Maharashtra,West
8,1335,1.6454545454545455,Harpic Breakfast Cereals 1000g x6 (Regular),20,172.84,213.58,Raipur,Chhattisgarh,Central
10,1347,1.6272727272727272,DMart Cleaning Tools 200ml x12 (Premium),55,273.68,312.65,Raipur,Chhattisgarh,Central
29,162,1.6272727272727272,Haldiram Edible Oils 50g x2 (Economy),6,249.04,309.02,Vijayawada,Andhra Pradesh,South
48,511,1.6272727272727272,Nestlé Skin Care 750g x1 (Regular),31,211.65,252.06,Vadodara,Gujarat,West
45,738,1.6136363636363635,Everest Edible Oils 2000g x5 (Regular),6,622.01,787.36,Ludhiana,Punjab,North
36,483,1.6136363636363635,Fortune Breakfast Cereals 250ml x1 (Regular),20,77.25,96.5,Lucknow,Uttar Pradesh,North
4,908,1.6090909090909091,Kellogg's Edible Oils 200ml x1 (Regular),6,309.59,351.74,Amritsar,Punjab,North
12,1282,1.6090909090909091,Harpic Health 200g x1 (Economy),36,151.36,167.53,Faridabad,Haryana,North
3,462,1.6090909090909091,Appy Ice Cream 50g x1 (Economy),15,195.05,222.36,Chandigarh,Chandigarh,North
41,235,1.6,Pepsi Breakfast Cereals 750g x1 (Regular),20,102.38,121.56,Ranchi,Jharkhand,East
42,899,1.5954545454545455,Paper Boat Air Fresheners 200ml x4 (Regular),41,668.4,806.49,Bhubaneswar,Odisha,East
32,1076,1.5954545454545455,Ariel Breakfast Cereals 500ml x5 (Regular),20,139.9,161.97,Indore,Madhya Pradesh,Central
11,642,1.5909090909090908,ITC Pulses 250ml x2 (Regular),5,202.19,243.38,Coimbatore,Tamil Nadu,South
43,1122,1.5863636363636364,"Pepsi Tea, Coffee 100ml x5 (Regular)",9,91.83,103.34,Indore,Madhya Pradesh,Central
23,1236,1.5818181818181818,Pepsi Water 250g x24 (Premium),27,443.23,546.81,Meerut,Uttar Pradesh,North
30,704,1.5818181818181818,Bikaji Air Fresheners 250ml x3 (Regular),41,686.09,817.11,Ranchi,Jharkhand,East
26,1351,1.5727272727272728,"Amul Sugar, Jaggery 500g x2 (Regular)",8,339.81,431.85,Vijayawada,Andhra Pradesh,South
43,296,1.5681818181818181,Lifebuoy Shaving 1000ml x1 (Economy),79,1838.83,2241.56,Indore,Madhya Pradesh,Central
8,1466,1.5681818181818181,Lifebuoy Skin Care 500g x12 (Economy),31,294.54,338.06,Raipur,Chhattisgarh,Central
33,1056,1.5681818181818181,"Colgate Sugar, Jaggery 100g x1 (Regular)",8,256.43,295.23,Ludhiana,Punjab,North
29,382,1.5681818181818181,Fortune Staples 500g x2 (Regular),4,257.94,327.24,Vijayawada,Andhra Pradesh,South
35,28,1.559090909090909,Ariel Gifting Combos 2000ml x5 (Economy),63,265.73,306.06,Patna,Bihar,East
3,822,1.5545454545454545,Tata Books 200ml x1 (Economy),72,574.2,661.6,Chandigarh,Chandigarh,North
4,1376,1.5545454545454545,Pepsi Protein 200g x5 (Economy),76,185.8,217.61,Amritsar,Punjab,North
24,1031,1.55,Patanjali Baby Food 500ml x24 (Regular),19,70.5,90.35,Ludhiana,Punjab,North
37,211,1.5454545454545454,Dabur Storage 500ml x2 (Regular),51,60.94,72.33,Nashik,Maharashtra,West
27,301,1.5363636363636364,"Britannia Tea, Coffee 750g x2 (Regular)",9,94.15,117.77,Vijayawada,Andhra Pradesh,South
50,899,1.5272727272727273,Paper Boat Air Fresheners 200ml x4 (Regular),41,668.4,806.49,Meerut,Uttar Pradesh,North
36,1282,1.5272727272727273,Harpic Health 200g x1 (Economy),36,151.36,167.53,Lucknow,Uttar Pradesh,North
39,528,1.518181818181818,Nestlé Books 750g x4 (Regular),72,893.7,1129.32,Visakhapatnam,Andhra Pradesh,South
29,121,1.5136363636363637,Catch Pickles 250g x3 (Economy),23,266.78,292.18,Vijayawada,Andhra Pradesh,South
35,1336,1.490909090909091,Lifebuoy Baby Food 1000g x1 (Economy),19,56.47,69.8,Patna,Bihar,East
23,1429,1.4772727272727273,Everest Meat 100g x4 (Economy),17,129.34,155.5,Meerut,Uttar Pradesh,North
30,1358,1.4681818181818183,Tropicana Dry Fruits 250ml x1 (Regular),24,176.87,214.24,Ranchi,Jharkhand,East
3,998,1.4681818181818183,Bikaji Shaving 100g x1 (Premium),79,1319.11,1671.63,Chandigarh,Chandigarh,North
35,556,1.459090909090909,Dettol Kitchen Appliances 100ml x24 (Regular),49,379.23,435.64,Patna,Bihar,East
45,1477,1.4545454545454546,Harpic Water 200ml x1 (Premium),27,263.86,309.47,Ludhiana,Punjab,North
38,234,1.45,Everest Kitchen Essentials 100g x1 (Economy),42,42.57,47.71,Chandigarh,Chandigarh,North
4,510,1.440909090909091,Kissan Apparel 2000ml x2 (Regular),60,824.0,1007.26,Amritsar,Punjab,North
9,1298,1.4272727272727272,Coca-Cola Health 2000g x1 (Economy),36,200.5,242.9,Thiruvananthapuram,Kerala,South
30,1346,1.4136363636363636,Haldiram Home Care 2000g x5 (Regular),38,571.01,640.68,Ranchi,Jharkhand,East
15,1387,1.4045454545454545,"Nestlé Sugar, Jaggery 500ml x1 (Premium)",8,420.28,516.59,Ranchi,Jharkhand,East
30,203,1.4,Maggi School Essentials 250g x10 (Economy),64,91.24,107.82,Ranchi,Jharkhand,East
32,1013,1.3818181818181818,Lizol Value Packs 750g x1 (Economy),89,2490.59,2967.51,Indore,Madhya Pradesh,Central
17,703,1.3818181818181818,Haldiram Snacks 50ml x4 (Economy),12,38.85,48.28,Tirupati,Andhra Pradesh,South
29,31,1.3636363636363635,Amul Health 750ml x2 (Regular),36,238.41,266.82,Vijayawada,Andhra Pradesh,South
23,1300,1.3636363636363635,"Kellogg's Sugar, Jaggery 200ml x1 (Economy)",8,201.39,252.62,Meerut,Uttar Pradesh,North
21,285,1.3590909090909091,ITC Ready-to-Eat 1000g x1 (Economy),11,84.33,99.2,Bengaluru,Karnataka,South
12,1367,1.3590909090909091,Saffola Storage 250ml x4 (Regular),51,60.27,72.14,Faridabad,Haryana,North
50,1072,1.35,Bikaji Fresh Produce 250ml x6 (Regular),1,190.08,243.26,Meerut,Uttar Pradesh,North
44,859,1.3454545454545455,Himalaya Air Fresheners 50ml x5 (Economy),41,707.0,853.08,Indore,Madhya Pradesh,Central
4,1316,1.2772727272727273,Tata Dairy 100g x24 (Regular),2,177.29,206.73,Amritsar,Punjab,North
